input_video,output,timestamp
"{""video"": "".gradio\\flagged\\input_video\\9ef411c5f9bf289994ba\\ Trump shocked as Kim cuts the Tariff pipeline into two funny short  trump shorts funny kim.mp4"", ""subtitles"": null}","FINAL DECISION: REAL
Video Confidence: 67.18%
Audio Confidence: 100.0%",2026-01-01 17:41:43.471392
