input_image,output,timestamp
.gradio\flagged\input_image\d62eb1b099f25c630ea5\Screenshot 2025-11-01 231943.png,"The image is FAKE. 
 Deepfakes Confidence: 50.696%",2025-11-01 23:21:29.561611
